Incidence_ID,IncidenceCode,Driver_ID,Weight,Date,Status
i1001207-5,speeding,d1001207,0.24,14/07/2024,UnderReview
i1002409-2,accident,d1002409,0.58,12/04/2025,Resolved
i1001904-4,theft,d1001904,0.12,02/11/2024,Resolved
i1001503-2,accident,d1001503,0.52,28/05/2025,Pending
i1002373-5,theft,d1002373,0.94,12/12/2024,Pending
i1002932-3,theft,d1002932,0.35,27/08/2024,Pending
i1002079-5,licenseFine,d1002079,0.46,21/01/2025,Open
i1002504-4,accident,d1002504,0.99,18/01/2024,Resolved
i1001006-1,licenseFine,d1001006,0.59,16/08/2025,UnderReview
i1001604-4,accident,d1001604,0.13,13/09/2024,UnderReview
i1002659-4,accident,d1002659,0.62,23/04/2025,UnderReview
i1001041-2,routeDelay,d1001041,0.37,13/04/2024,Open
i1001285-1,theft,d1001285,0.15,08/04/2024,Pending
i1002961-1,accident,d1002961,0.95,25/02/2025,Resolved
i1001074-3,theft,d1001074,0.89,10/05/2025,Pending
i1001269-4,theft,d1001269,0.35,28/12/2024,Open
i1001753-1,theft,d1001753,0.16,25/02/2024,Pending
i1001381-2,accident,d1001381,0.71,08/05/2025,Resolved
i1001886-2,speeding,d1001886,0.86,12/03/2024,Open
i1001519-4,maintenance,d1001519,0.22,25/05/2024,Resolved
i1002619-4,speeding,d1002619,0.24,31/03/2025,Open
i1002583-1,speeding,d1002583,0.67,09/07/2024,Open
i1002526-5,routeDelay,d1002526,0.14,03/04/2025,Open
i1002198-2,licenseFine,d1002198,0.12,24/03/2025,Resolved
i1002031-3,maintenance,d1002031,0.88,19/07/2024,Open
i1001231-4,theft,d1001231,0.18,02/03/2025,Pending
i1001513-2,accident,d1001513,0.99,04/03/2025,Pending
i1002753-2,maintenance,d1002753,0.73,09/12/2024,Resolved
i1001525-3,routeDelay,d1001525,0.62,19/04/2025,Resolved
i1001465-2,routeDelay,d1001465,0.82,29/07/2024,UnderReview
i1001298-2,maintenance,d1001298,0.14,19/01/2025,Resolved
i1001692-3,speeding,d1001692,0.39,08/01/2025,Pending
i1002812-5,licenseFine,d1002812,0.93,20/07/2025,UnderReview
i1001379-4,licenseFine,d1001379,0.23,22/01/2024,Pending
i1001567-1,routeDelay,d1001567,0.45,12/03/2025,Open
i1001151-2,routeDelay,d1001151,0.98,12/12/2024,Open
i1001704-3,speeding,d1001704,0.22,25/02/2024,Open
i1002555-1,theft,d1002555,0.11,23/08/2024,Resolved
i1001086-2,accident,d1001086,0.4,24/01/2025,Pending
i1001988-3,routeDelay,d1001988,0.93,06/06/2024,Pending
i1002403-3,licenseFine,d1002403,0.84,30/01/2025,Pending
i1001546-2,theft,d1001546,0.26,04/02/2025,Open
i1001629-3,accident,d1001629,0.55,05/08/2025,Resolved
i1002189-2,speeding,d1002189,0.27,19/12/2024,Pending
i1001916-5,theft,d1001916,0.88,29/01/2025,Resolved
i1001385-5,theft,d1001385,0.33,16/04/2024,Open
i1002259-5,routeDelay,d1002259,0.08,16/11/2024,Open
i1001855-2,maintenance,d1001855,0.63,11/03/2024,Resolved
i1002354-5,maintenance,d1002354,0.49,06/03/2025,UnderReview
i1001182-4,theft,d1001182,0.51,28/05/2025,Pending
i1001286-2,maintenance,d1001286,0.23,28/06/2025,Open
i1001395-5,licenseFine,d1001395,0.98,15/04/2025,Resolved
i1002641-3,maintenance,d1002641,0.93,21/07/2025,Open
i1001435-5,licenseFine,d1001435,0.82,25/11/2024,UnderReview
i1001042-1,theft,d1001042,0.29,21/07/2024,Resolved
i1002546-1,theft,d1002546,0.19,24/06/2025,UnderReview
i1002500-5,speeding,d1002500,0.2,20/12/2024,Open
i1001582-5,routeDelay,d1001582,0.08,20/02/2024,UnderReview
i1001813-5,routeDelay,d1001813,0.94,01/06/2024,Resolved
i1001880-2,routeDelay,d1001880,0.42,19/08/2025,UnderReview
i1001578-2,licenseFine,d1001578,0.42,18/03/2025,UnderReview
i1001632-2,speeding,d1001632,0.7,28/12/2024,Open
i1002474-1,maintenance,d1002474,0.06,14/08/2025,Open
i1001519-2,licenseFine,d1001519,0.3,20/04/2025,Resolved
i1001504-2,theft,d1001504,0.8,01/02/2025,Open
i1001037-4,theft,d1001037,0.86,29/02/2024,UnderReview
i1001322-5,licenseFine,d1001322,0.2,06/01/2025,Open
i1001730-1,routeDelay,d1001730,0.12,28/04/2024,Open
i1002854-4,speeding,d1002854,0.47,26/04/2025,Pending
i1002096-4,routeDelay,d1002096,0.63,06/05/2024,Resolved
i1001434-1,maintenance,d1001434,0.5,20/12/2024,Resolved
i1002963-3,routeDelay,d1002963,0.81,25/09/2024,Pending
i1001130-2,theft,d1001130,0.14,27/06/2025,Resolved
i1001567-1,speeding,d1001567,0.64,13/09/2024,Pending
i1001367-3,routeDelay,d1001367,0.58,03/08/2024,Pending
i1002120-2,routeDelay,d1002120,0.85,01/02/2025,UnderReview
i1001771-3,accident,d1001771,0.44,03/08/2025,UnderReview
i1002656-5,accident,d1002656,0.55,26/04/2025,Open
i1002625-5,speeding,d1002625,0.13,16/04/2025,UnderReview
i1002932-3,accident,d1002932,0.55,09/04/2024,Open
i1001080-3,licenseFine,d1001080,0.28,25/01/2025,Open
i1002843-1,licenseFine,d1002843,0.81,29/07/2025,Resolved
i1001491-4,maintenance,d1001491,0.53,08/03/2025,Open
i1001831-2,accident,d1001831,0.58,16/06/2025,Pending
i1002202-3,routeDelay,d1002202,0.75,02/02/2024,Pending
i1002374-2,maintenance,d1002374,0.39,02/03/2025,UnderReview
i1001777-5,routeDelay,d1001777,0.41,07/06/2024,UnderReview
i1001603-2,speeding,d1001603,0.55,28/09/2024,Pending
i1001847-3,speeding,d1001847,0.98,05/11/2024,Resolved
i1002713-4,theft,d1002713,0.27,25/07/2025,Open
i1002838-3,maintenance,d1002838,0.77,04/07/2024,UnderReview
i1001543-2,routeDelay,d1001543,0.56,16/10/2024,Pending
i1002209-2,accident,d1002209,0.46,25/10/2024,Open
i1001778-4,accident,d1001778,0.05,09/01/2025,Open
i1002741-3,maintenance,d1002741,0.86,28/12/2024,UnderReview
i1002925-5,theft,d1002925,0.16,13/01/2024,Open
i1001414-3,accident,d1001414,0.24,29/01/2024,Open
i1002671-1,speeding,d1002671,0.47,25/04/2024,Resolved
i1001379-1,maintenance,d1001379,0.43,04/01/2024,Pending
i1002229-3,routeDelay,d1002229,0.26,13/02/2024,Resolved
i1002963-2,accident,d1002963,0.41,17/03/2024,UnderReview
i1002307-5,speeding,d1002307,0.59,15/08/2024,Pending
i1001909-2,accident,d1001909,0.59,02/07/2025,Pending
i1002059-2,licenseFine,d1002059,0.11,17/08/2025,UnderReview
i1001471-1,accident,d1001471,0.45,02/06/2025,Open
i1001406-4,routeDelay,d1001406,0.91,19/03/2024,Resolved
i1002358-3,theft,d1002358,0.59,25/05/2025,Open
i1001395-5,accident,d1001395,0.92,30/04/2025,UnderReview
i1002277-4,accident,d1002277,0.32,29/06/2024,Pending
i1001603-2,theft,d1001603,0.53,15/02/2025,Resolved
i1002526-2,theft,d1002526,0.65,02/06/2025,Pending
i1001695-4,theft,d1001695,0.07,09/06/2025,Pending
i1002415-2,speeding,d1002415,0.16,01/10/2024,Open
i1001022-5,theft,d1001022,0.5,04/07/2025,Resolved
i1002097-4,licenseFine,d1002097,0.4,18/06/2025,Resolved
i1001137-2,routeDelay,d1001137,0.75,05/08/2025,Open
i1001569-1,maintenance,d1001569,0.49,09/09/2024,Open
i1002518-5,speeding,d1002518,0.82,12/08/2025,Open
i1001644-5,maintenance,d1001644,0.65,16/06/2025,Pending
i1002159-5,theft,d1002159,0.49,23/04/2024,Pending
i1001580-2,speeding,d1001580,0.48,06/02/2024,Resolved
i1001386-4,accident,d1001386,0.86,25/06/2025,Pending
i1002870-2,accident,d1002870,0.34,15/01/2024,Pending
i1001053-2,accident,d1001053,0.79,12/12/2024,Resolved
i1002531-4,speeding,d1002531,0.38,17/08/2025,Resolved
i1001504-5,speeding,d1001504,0.58,04/10/2024,Resolved
i1001410-2,routeDelay,d1001410,0.23,21/07/2024,UnderReview
i1001027-4,licenseFine,d1001027,0.64,02/01/2024,UnderReview
i1001190-4,routeDelay,d1001190,0.08,02/11/2024,Pending
i1002732-3,maintenance,d1002732,0.62,21/01/2024,Pending
i1002691-5,speeding,d1002691,0.56,01/06/2024,Open
i1002619-4,maintenance,d1002619,0.37,05/04/2025,Open
i1001951-5,routeDelay,d1001951,0.65,01/10/2024,Pending
i1001356-5,theft,d1001356,0.89,15/07/2025,Resolved
i1002438-4,maintenance,d1002438,0.37,03/04/2025,Resolved
i1002536-4,accident,d1002536,0.84,18/06/2025,UnderReview
i1001524-2,accident,d1001524,0.11,04/07/2024,Open
i1002586-3,speeding,d1002586,0.52,15/07/2024,Open
i1001462-4,licenseFine,d1001462,0.23,07/07/2025,Resolved
i1001193-3,speeding,d1001193,0.87,25/04/2025,Open
i1002280-3,accident,d1002280,0.54,08/05/2024,Open
i1001585-3,licenseFine,d1001585,0.15,05/02/2024,UnderReview
i1001926-3,routeDelay,d1001926,0.97,25/02/2025,UnderReview
i1002075-5,theft,d1002075,0.12,25/03/2024,Resolved
i1001746-5,speeding,d1001746,0.12,13/02/2025,UnderReview
i1001655-4,speeding,d1001655,0.88,24/10/2024,Pending
i1001191-1,theft,d1001191,0.36,04/05/2025,Pending
i1001646-1,maintenance,d1001646,0.62,25/04/2024,Pending
i1002496-2,speeding,d1002496,0.99,30/06/2025,Open
i1001905-1,routeDelay,d1001905,0.82,19/02/2025,Open
i1001975-3,maintenance,d1001975,0.76,19/07/2024,Open
i1001843-3,maintenance,d1001843,0.92,04/07/2025,UnderReview
i1001923-2,speeding,d1001923,0.99,08/11/2024,Pending
i1001808-5,licenseFine,d1001808,0.7,13/02/2025,Pending
i1001033-5,routeDelay,d1001033,0.7,21/01/2024,UnderReview
i1002553-5,routeDelay,d1002553,0.24,20/08/2024,Resolved
i1002346-4,routeDelay,d1002346,0.14,03/06/2025,Open
i1002308-2,maintenance,d1002308,0.53,01/09/2024,UnderReview
i1002652-5,maintenance,d1002652,0.19,14/01/2024,UnderReview
i1002976-1,maintenance,d1002976,0.71,22/08/2024,UnderReview
i1002191-1,maintenance,d1002191,0.67,28/01/2024,Open
i1002144-1,maintenance,d1002144,0.2,16/05/2024,Resolved
i1002425-2,routeDelay,d1002425,0.52,02/01/2025,Open
i1001729-2,routeDelay,d1001729,0.26,26/06/2024,Resolved
i1001068-3,accident,d1001068,0.75,18/04/2024,UnderReview
i1002700-1,licenseFine,d1002700,0.38,03/02/2024,Open
i1001214-3,routeDelay,d1001214,0.73,24/05/2024,UnderReview
i1001793-1,theft,d1001793,0.83,06/03/2024,Resolved
i1001216-1,speeding,d1001216,1.0,23/03/2025,Resolved
i1002248-2,licenseFine,d1002248,0.49,01/03/2025,Resolved
i1001977-5,accident,d1001977,0.56,17/07/2024,Resolved
i1002047-4,routeDelay,d1002047,0.13,28/05/2025,UnderReview
i1002661-4,theft,d1002661,0.97,07/11/2024,UnderReview
i1001693-4,speeding,d1001693,0.37,12/04/2024,Open
i1002106-2,maintenance,d1002106,0.05,26/09/2024,Open
i1002067-5,speeding,d1002067,0.35,17/04/2025,UnderReview
i1001786-3,maintenance,d1001786,0.09,26/03/2024,Open
i1002438-1,routeDelay,d1002438,0.94,28/04/2024,UnderReview
i1002379-3,routeDelay,d1002379,0.52,10/04/2025,Pending
i1001255-5,maintenance,d1001255,0.37,09/04/2024,Pending
i1001623-1,theft,d1001623,0.48,21/01/2024,Open
i1002135-3,routeDelay,d1002135,0.77,24/03/2024,Pending
i1002062-3,routeDelay,d1002062,0.12,15/09/2024,UnderReview
i1001644-4,licenseFine,d1001644,0.8,28/01/2024,Open
i1002816-4,licenseFine,d1002816,0.17,08/05/2025,Resolved
i1002466-2,routeDelay,d1002466,0.71,30/01/2024,Resolved
i1002821-2,theft,d1002821,0.41,08/08/2024,Open
i1001014-5,speeding,d1001014,0.92,27/05/2024,Resolved
i1001915-5,routeDelay,d1001915,0.88,24/05/2025,Open
i1002345-5,licenseFine,d1002345,0.64,03/06/2024,Open
i1001026-2,accident,d1001026,0.16,17/04/2024,Pending
i1001459-1,speeding,d1001459,0.64,20/03/2025,Pending
i1001841-5,maintenance,d1001841,0.67,07/12/2024,UnderReview
i1001036-3,speeding,d1001036,0.64,10/06/2025,Open
i1002146-5,routeDelay,d1002146,0.65,07/01/2024,Open
i1002210-2,accident,d1002210,0.09,17/04/2025,Open
i1001354-2,accident,d1001354,0.24,08/07/2024,UnderReview
i1001661-1,licenseFine,d1001661,0.91,10/01/2025,Open
i1001893-2,routeDelay,d1001893,0.74,11/04/2024,UnderReview
i1001978-1,accident,d1001978,0.67,21/08/2025,UnderReview
i1002357-2,maintenance,d1002357,0.41,31/08/2024,Resolved
i1001489-5,speeding,d1001489,0.31,21/06/2024,Pending
i1001693-3,speeding,d1001693,0.31,13/09/2024,Resolved
i1001352-5,routeDelay,d1001352,0.84,13/03/2025,Resolved
i1002022-5,theft,d1002022,0.9,13/04/2024,Pending
i1002194-5,maintenance,d1002194,0.27,11/04/2025,UnderReview
i1001107-5,routeDelay,d1001107,0.37,17/06/2025,Open
i1001139-1,routeDelay,d1001139,0.7,14/05/2025,Pending
i1002101-2,speeding,d1002101,0.33,23/04/2025,Open
i1002400-2,speeding,d1002400,0.13,22/04/2024,Resolved
i1002855-3,licenseFine,d1002855,0.93,21/05/2024,Open
i1002737-5,theft,d1002737,0.76,15/05/2024,UnderReview
i1002926-5,accident,d1002926,0.6,04/03/2024,Resolved
i1001964-3,theft,d1001964,0.83,11/10/2024,Resolved
i1001149-5,maintenance,d1001149,0.97,15/06/2025,UnderReview
i1002066-2,licenseFine,d1002066,0.44,25/05/2024,UnderReview
i1002843-4,routeDelay,d1002843,0.51,04/07/2024,Open
i1001209-5,speeding,d1001209,0.79,24/10/2024,Open
i1002166-5,speeding,d1002166,0.96,10/05/2024,Pending
i1002512-5,licenseFine,d1002512,0.95,22/11/2024,Resolved
i1001348-1,maintenance,d1001348,0.28,12/03/2025,UnderReview
i1001930-5,theft,d1001930,0.31,20/08/2025,Pending
i1002189-2,speeding,d1002189,0.84,25/12/2024,Pending
i1001043-2,accident,d1001043,0.3,14/01/2024,Pending
i1001863-2,routeDelay,d1001863,0.09,15/02/2025,Pending
i1001671-4,accident,d1001671,0.33,27/03/2025,Pending
i1002765-5,theft,d1002765,0.87,06/09/2024,Pending
i1002905-1,theft,d1002905,0.7,12/06/2025,Open
i1001201-5,maintenance,d1001201,0.59,19/05/2025,UnderReview
i1001199-1,licenseFine,d1001199,0.4,08/11/2024,Open
i1002198-3,licenseFine,d1002198,0.6,24/05/2024,Pending
i1002033-5,theft,d1002033,0.81,30/05/2024,Open
i1002047-2,routeDelay,d1002047,0.45,14/07/2024,Resolved
i1001341-3,licenseFine,d1001341,0.45,31/10/2024,Open
i1002930-5,theft,d1002930,0.75,24/03/2024,Open
i1001117-2,theft,d1001117,0.11,27/04/2025,Resolved
i1002171-4,maintenance,d1002171,0.67,27/02/2024,Open
i1001765-5,maintenance,d1001765,0.28,10/01/2025,Pending
i1002052-1,maintenance,d1002052,0.77,22/06/2024,Open
i1002518-5,licenseFine,d1002518,0.64,27/03/2025,Resolved
i1002582-1,theft,d1002582,0.94,23/06/2025,Open
i1001704-1,licenseFine,d1001704,0.61,21/02/2024,Resolved
i1002254-4,accident,d1002254,0.47,15/03/2025,Pending
i1002200-3,theft,d1002200,0.38,21/04/2024,Pending
i1001575-3,maintenance,d1001575,0.94,17/07/2025,Open
i1002676-2,theft,d1002676,0.52,27/02/2024,Open
i1001620-5,routeDelay,d1001620,0.24,09/06/2024,Open
i1002518-1,maintenance,d1002518,0.73,08/01/2024,UnderReview
i1001927-4,maintenance,d1001927,0.36,04/10/2024,UnderReview
i1002432-3,maintenance,d1002432,0.25,21/04/2024,Pending
i1001421-2,licenseFine,d1001421,0.35,15/05/2024,Pending
i1002183-3,accident,d1002183,0.25,07/07/2025,Open
i1002028-5,routeDelay,d1002028,0.8,04/07/2025,Resolved
i1002427-3,routeDelay,d1002427,0.93,02/04/2024,Pending
i1001628-1,theft,d1001628,0.08,24/08/2024,Resolved
i1001976-2,licenseFine,d1001976,0.14,06/05/2025,Pending
i1001716-5,accident,d1001716,0.69,21/11/2024,Pending
i1001160-3,maintenance,d1001160,0.68,28/03/2025,UnderReview
i1002070-1,routeDelay,d1002070,0.77,12/03/2025,Pending
i1002931-5,accident,d1002931,0.82,08/08/2025,UnderReview
i1001186-4,routeDelay,d1001186,0.17,22/07/2025,Open
i1001757-3,routeDelay,d1001757,0.26,16/06/2025,UnderReview
i1001589-3,theft,d1001589,0.65,04/08/2024,Open
i1001602-1,speeding,d1001602,0.7,01/08/2024,Pending
i1002487-5,maintenance,d1002487,0.7,15/07/2025,Resolved
i1001990-2,theft,d1001990,0.88,18/05/2025,Open
i1001253-4,routeDelay,d1001253,0.67,31/01/2025,Resolved
i1001706-2,accident,d1001706,0.86,30/01/2025,UnderReview
i1001837-5,licenseFine,d1001837,0.17,12/07/2025,Resolved
i1002732-5,licenseFine,d1002732,0.12,25/06/2025,Pending
i1002796-1,theft,d1002796,0.49,27/04/2024,UnderReview
i1001712-5,maintenance,d1001712,0.61,04/09/2024,Pending
i1002523-2,accident,d1002523,0.06,16/02/2025,Resolved
i1001060-4,theft,d1001060,0.41,02/03/2025,UnderReview
i1002512-2,speeding,d1002512,0.84,13/07/2024,Open
i1002012-4,theft,d1002012,0.6,27/11/2024,Resolved
i1001390-2,maintenance,d1001390,0.34,16/11/2024,UnderReview
i1002127-5,accident,d1002127,0.39,20/05/2024,Resolved
i1001168-3,maintenance,d1001168,0.08,27/04/2024,Open
i1001049-1,maintenance,d1001049,0.28,03/12/2024,UnderReview
i1001244-1,accident,d1001244,0.24,16/06/2024,Resolved
i1001311-5,accident,d1001311,0.62,26/12/2024,Resolved
i1001123-1,routeDelay,d1001123,0.73,24/08/2024,Open
i1001976-4,theft,d1001976,0.81,03/10/2024,UnderReview
i1001854-3,routeDelay,d1001854,0.27,22/07/2024,Open
i1001206-4,speeding,d1001206,0.32,05/10/2024,Resolved
i1001204-5,maintenance,d1001204,0.2,13/07/2024,Open
i1001314-1,maintenance,d1001314,0.73,12/06/2024,Pending
i1002131-5,maintenance,d1002131,0.96,28/05/2025,Open
i1001327-2,theft,d1001327,0.64,10/06/2025,Open
i1001038-3,accident,d1001038,0.81,01/02/2025,Resolved
i1001413-3,licenseFine,d1001413,0.51,05/04/2025,Open
i1001974-4,routeDelay,d1001974,0.25,14/09/2024,Open
i1001385-4,maintenance,d1001385,0.26,11/03/2025,UnderReview
i1002356-4,theft,d1002356,0.65,31/03/2025,Resolved
i1002621-4,speeding,d1002621,0.97,15/04/2025,Resolved
i1002495-2,maintenance,d1002495,0.86,16/04/2024,Resolved
i1002894-1,routeDelay,d1002894,0.42,17/02/2024,UnderReview
i1001258-3,maintenance,d1001258,0.47,28/06/2025,UnderReview
i1001223-3,speeding,d1001223,0.39,07/05/2025,Pending
i1001767-3,licenseFine,d1001767,0.89,20/07/2025,Resolved
i1001021-1,licenseFine,d1001021,0.72,05/10/2024,Pending
i1001857-1,speeding,d1001857,0.51,04/02/2025,Resolved
i1001686-4,licenseFine,d1001686,0.96,02/05/2025,Pending
i1001461-2,maintenance,d1001461,0.61,01/05/2025,Pending
i1001996-4,theft,d1001996,0.09,29/03/2025,Resolved
i1001144-5,accident,d1001144,0.09,13/04/2025,Resolved
i1001905-4,speeding,d1001905,0.98,17/09/2024,Resolved
i1002900-5,routeDelay,d1002900,0.16,18/06/2025,Resolved
i1002266-3,maintenance,d1002266,0.26,20/06/2024,UnderReview
i1001531-1,speeding,d1001531,0.48,07/01/2025,UnderReview
i1001071-1,speeding,d1001071,0.98,22/09/2024,UnderReview
i1002490-3,licenseFine,d1002490,0.19,02/08/2025,Resolved
i1002074-2,routeDelay,d1002074,0.3,02/04/2025,UnderReview
i1002165-1,accident,d1002165,0.13,31/07/2025,Resolved
i1001339-5,licenseFine,d1001339,0.18,25/01/2025,Pending
i1002182-4,maintenance,d1002182,0.67,17/04/2024,Resolved
i1002017-2,accident,d1002017,0.86,16/06/2024,UnderReview
i1001421-2,accident,d1001421,0.85,06/02/2025,Pending
i1001019-4,theft,d1001019,0.48,29/07/2024,Open
i1001318-3,maintenance,d1001318,0.82,23/03/2025,Pending
i1002137-3,speeding,d1002137,0.59,11/08/2025,Open
i1002393-1,accident,d1002393,0.94,05/07/2025,Open
i1001744-2,licenseFine,d1001744,0.61,07/04/2024,Resolved
i1001087-2,routeDelay,d1001087,0.34,14/08/2024,UnderReview
i1001759-1,routeDelay,d1001759,0.7,26/04/2024,Pending
i1001306-2,theft,d1001306,0.26,04/09/2024,Open
i1002988-2,licenseFine,d1002988,0.98,09/12/2024,Open
i1002855-3,routeDelay,d1002855,0.9,04/02/2024,UnderReview
i1002551-1,licenseFine,d1002551,0.32,21/02/2025,UnderReview
i1001350-4,routeDelay,d1001350,0.9,16/04/2025,UnderReview
i1002423-4,accident,d1002423,0.61,20/10/2024,Pending
i1002082-4,accident,d1002082,0.67,08/03/2025,Pending
i1001293-1,theft,d1001293,0.91,03/05/2024,Pending
i1002122-3,accident,d1002122,0.35,26/09/2024,Pending
i1001600-3,maintenance,d1001600,0.57,19/04/2024,Resolved
i1002879-1,speeding,d1002879,0.19,21/06/2024,Pending
i1001246-2,licenseFine,d1001246,0.59,02/09/2024,Open
i1002711-5,theft,d1002711,0.86,28/07/2024,Resolved
i1001784-1,maintenance,d1001784,0.09,26/05/2024,UnderReview
i1002114-4,maintenance,d1002114,0.27,14/07/2025,UnderReview
i1001988-1,licenseFine,d1001988,0.13,12/06/2025,UnderReview
i1002130-2,speeding,d1002130,0.42,10/05/2024,Open
i1002985-2,licenseFine,d1002985,0.67,12/02/2024,Pending
i1002314-4,routeDelay,d1002314,0.17,06/07/2024,UnderReview
i1002176-3,routeDelay,d1002176,0.87,10/04/2025,Pending
i1002899-5,licenseFine,d1002899,0.65,12/05/2024,UnderReview
i1002469-1,accident,d1002469,0.08,22/01/2024,UnderReview
i1002491-2,maintenance,d1002491,0.12,28/01/2025,Pending
i1001297-4,licenseFine,d1001297,0.77,31/08/2024,Resolved
i1002863-3,maintenance,d1002863,0.87,18/03/2024,Pending
i1002524-1,accident,d1002524,0.57,21/02/2025,Pending
i1002958-4,speeding,d1002958,0.31,28/05/2025,Pending
i1001111-5,theft,d1001111,0.42,31/08/2024,Pending
i1001289-2,maintenance,d1001289,0.65,13/04/2024,UnderReview
i1002456-4,theft,d1002456,0.57,17/11/2024,Resolved
i1002995-2,licenseFine,d1002995,0.08,04/01/2025,UnderReview
i1002883-5,accident,d1002883,0.49,05/09/2024,Open
i1002322-5,routeDelay,d1002322,0.9,01/12/2024,Open
i1001812-4,speeding,d1001812,0.22,15/01/2025,Pending
i1002269-5,licenseFine,d1002269,0.32,12/07/2024,Pending
i1002683-2,speeding,d1002683,0.8,10/04/2025,Open
i1001122-5,routeDelay,d1001122,0.22,17/01/2025,Pending
i1002556-3,accident,d1002556,0.71,29/04/2024,Pending
i1001734-1,theft,d1001734,0.44,20/10/2024,UnderReview
i1002744-1,accident,d1002744,0.98,01/05/2024,Open
i1001362-3,routeDelay,d1001362,0.89,17/03/2025,Pending
i1001552-2,maintenance,d1001552,0.56,16/03/2025,Open
i1002931-5,accident,d1002931,0.49,07/04/2025,Resolved
i1001391-2,licenseFine,d1001391,0.6,28/04/2024,UnderReview
i1002865-4,maintenance,d1002865,0.91,27/03/2024,Resolved
i1002900-1,licenseFine,d1002900,0.34,04/11/2024,Pending
i1002847-1,speeding,d1002847,0.11,07/09/2024,Pending
i1002763-4,routeDelay,d1002763,0.86,13/08/2025,UnderReview
i1001564-4,speeding,d1001564,0.73,03/07/2025,Open
i1001630-2,maintenance,d1001630,0.7,25/08/2024,Pending
i1002652-5,accident,d1002652,0.11,18/05/2025,Resolved
i1001018-3,accident,d1001018,0.27,16/09/2024,UnderReview
i1002595-2,accident,d1002595,0.64,13/08/2025,Pending
i1002049-5,licenseFine,d1002049,0.24,03/04/2024,Pending
i1002285-3,accident,d1002285,0.95,01/05/2024,Resolved
i1001963-2,accident,d1001963,0.46,12/08/2025,Open
i1002761-3,licenseFine,d1002761,0.56,09/09/2024,Open
i1002090-1,routeDelay,d1002090,0.15,20/02/2024,UnderReview
i1001337-4,theft,d1001337,0.59,28/02/2025,Pending
i1001775-4,theft,d1001775,0.66,11/10/2024,UnderReview
i1002210-4,speeding,d1002210,0.98,15/06/2025,Pending
i1002917-3,maintenance,d1002917,0.17,11/02/2025,UnderReview
i1002112-4,speeding,d1002112,0.8,24/04/2025,Resolved
i1001485-3,accident,d1001485,0.83,26/04/2025,Resolved
i1001120-1,routeDelay,d1001120,0.68,16/02/2025,Pending
i1002927-4,licenseFine,d1002927,0.67,04/03/2025,UnderReview
i1001092-4,theft,d1001092,0.96,10/12/2024,Open
i1001747-3,maintenance,d1001747,0.75,05/12/2024,Open
i1001691-3,routeDelay,d1001691,0.43,26/10/2024,Open
i1002049-3,maintenance,d1002049,0.37,29/05/2024,Pending
i1001763-5,licenseFine,d1001763,0.91,15/02/2024,Open
i1002367-1,speeding,d1002367,0.8,15/02/2024,UnderReview
i1001334-4,speeding,d1001334,0.94,03/01/2024,Resolved
i1001126-1,licenseFine,d1001126,0.27,04/05/2025,Open
i1002666-4,licenseFine,d1002666,0.88,17/01/2024,Open
i1001116-3,accident,d1001116,0.83,12/10/2024,Pending
i1002504-5,maintenance,d1002504,0.7,23/04/2025,Resolved
i1002466-3,routeDelay,d1002466,0.3,29/10/2024,Pending
i1002537-2,theft,d1002537,0.67,08/05/2025,Open
i1002797-1,speeding,d1002797,0.98,01/12/2024,Pending
i1002905-4,theft,d1002905,0.6,01/07/2025,Resolved
i1002363-4,maintenance,d1002363,0.68,12/07/2025,Open
i1001841-4,speeding,d1001841,0.26,18/04/2025,Pending
i1002473-4,routeDelay,d1002473,0.15,27/12/2024,UnderReview
i1001725-4,accident,d1001725,0.69,08/07/2025,Resolved
i1001169-1,licenseFine,d1001169,0.99,04/07/2024,Open
i1002224-2,theft,d1002224,0.75,17/01/2025,Open
i1001035-3,speeding,d1001035,0.09,29/07/2025,UnderReview
i1002248-3,speeding,d1002248,0.42,30/05/2024,Resolved
i1002422-3,licenseFine,d1002422,0.92,24/08/2024,UnderReview
i1001027-4,theft,d1001027,0.95,10/03/2024,Open
i1001317-3,accident,d1001317,0.89,05/02/2025,UnderReview
i1001556-4,speeding,d1001556,0.41,06/10/2024,Open
i1001473-3,routeDelay,d1001473,0.65,05/09/2024,UnderReview
i1001517-4,theft,d1001517,0.6,20/10/2024,UnderReview
i1002598-4,speeding,d1002598,0.87,17/04/2024,Pending
i1001588-4,maintenance,d1001588,0.52,02/04/2024,Resolved
i1001390-4,routeDelay,d1001390,0.38,17/02/2024,UnderReview
i1002977-4,theft,d1002977,0.9,30/01/2024,Pending
i1001961-1,accident,d1001961,0.53,29/08/2024,Resolved
i1001495-2,theft,d1001495,0.26,15/09/2024,Open
i1002070-1,routeDelay,d1002070,0.41,31/07/2024,UnderReview
i1002123-3,maintenance,d1002123,0.63,13/04/2025,Open
i1002936-5,maintenance,d1002936,0.21,24/08/2024,Resolved
i1002887-2,maintenance,d1002887,0.38,16/08/2024,UnderReview
i1002032-4,accident,d1002032,0.8,16/12/2024,Open
i1002313-2,licenseFine,d1002313,0.28,06/06/2025,Open
i1001769-5,routeDelay,d1001769,0.54,15/07/2024,UnderReview
i1001578-2,theft,d1001578,0.49,17/08/2024,Open
i1001721-4,licenseFine,d1001721,0.39,15/08/2025,UnderReview
i1002339-5,routeDelay,d1002339,0.55,13/10/2024,Resolved
