Package_ID,PackageName,PackageQuant,PackageSize,PackageWeigh,PackageValue,Volume,PickupStop_ID,DeliveryStop_ID,Route_ID
p1035,Petz Package,8,S,46kg,"R$ 11.004,00",54,884,1675,r2804
p1036,Petz Package,9,XXL,60kg,"R$ 429,00",57,1934,1167,r1592
p1037,Petz Package,10,XS,20kg,"R$ 10.405,00",33,487,925,r1389
p1038,Food Package,8,M,72kg,"R$ 38.132,00",69,1354,644,r2697
p1039,Petz Package,8,S,30kg,"R$ 40.731,00",164,1805,331,r2276
p1040,E‑commerce Package,4,XXL,27kg,"R$ 34.513,00",113,1156,1,r1447
p1041,Retail Package,3,XS,17kg,"R$ 11.780,00",153,540,1494,r1976
p1042,Food Package,6,XXL,85kg,"R$ 48.112,00",84,10,1593,r1643
p1043,Petz Package,9,L,7kg,"R$ 29.198,00",141,277,287,r2707
p1044,Petz Package,4,XL,65kg,"R$ 35.945,00",148,895,783,r2592
p1045,Retail Package,3,M,99kg,"R$ 47.996,00",32,1844,1825,r1931
p1046,E‑commerce Package,7,XS,40kg,"R$ 7.198,00",53,1253,794,r1080
p1047,Food Package,4,GG,18kg,"R$ 24.225,00",46,1988,647,r2713
p1048,Food Package,5,M,47kg,"R$ 31.871,00",123,1064,590,r2273
p1049,Petz Package,4,XXL,59kg,"R$ 11.543,00",156,1452,888,r1095
p1050,Food Package,3,XL,64kg,"R$ 6.274,00",42,412,740,r2963
p1051,Food Package,8,XXL,52kg,"R$ 3.524,00",26,1658,374,r2466
p1052,E‑commerce Package,7,GG,20kg,"R$ 3.618,00",19,587,1752,r1916
p1053,Retail Package,6,XXL,33kg,"R$ 16.872,00",182,839,1811,r1207
p1054,E‑commerce Package,9,XXL,67kg,"R$ 27.112,00",58,1751,224,r1398
p1055,E‑commerce Package,7,XXL,51kg,"R$ 38.589,00",180,1960,827,r1566
p1056,Retail Package,3,XXL,73kg,"R$ 4.260,00",181,1746,1594,r1082
p1057,Petz Package,9,XS,95kg,"R$ 9.157,00",36,365,433,r2812
p1058,Food Package,6,XL,37kg,"R$ 12.251,00",178,1582,939,r2821
p1059,E‑commerce Package,4,XL,79kg,"R$ 24.300,00",20,45,630,r1093
p1060,E‑commerce Package,9,XXL,1kg,"R$ 9.825,00",167,1771,76,r1231
p1061,Petz Package,5,XL,99kg,"R$ 21.560,00",9,45,647,r1460
p1062,Petz Package,10,GG,43kg,"R$ 48.705,00",25,1088,1504,r2256
p1063,Retail Package,2,XS,15kg,"R$ 17.762,00",124,958,1893,r2756
p1064,E‑commerce Package,7,S,56kg,"R$ 15.110,00",156,363,1669,r1249
p1065,Food Package,7,S,65kg,"R$ 13.091,00",154,312,408,r2606
p1066,Petz Package,8,GG,41kg,"R$ 44.632,00",111,1140,1293,r2199
p1067,Petz Package,2,XXL,44kg,"R$ 11.016,00",6,1849,1803,r2025
p1068,Retail Package,7,M,7kg,"R$ 25.673,00",12,1658,1507,r1180
p1069,Food Package,9,XS,72kg,"R$ 30.687,00",53,973,1907,r1473
p1070,Retail Package,8,XL,74kg,"R$ 24.669,00",103,156,935,r2219
p1071,Retail Package,4,M,1kg,"R$ 10.119,00",141,1662,205,r2954
p1072,E‑commerce Package,8,XS,12kg,"R$ 13.656,00",21,1891,1478,r1800
p1073,Food Package,1,M,30kg,"R$ 31.503,00",135,1125,439,r1644
p1074,Food Package,7,XS,47kg,"R$ 24.661,00",36,1269,961,r1718
p1075,E‑commerce Package,3,GG,60kg,"R$ 17.715,00",61,350,1750,r2269
p1076,E‑commerce Package,1,XXL,98kg,"R$ 43.778,00",168,1849,1036,r2274
p1077,Retail Package,8,XXL,15kg,"R$ 41.585,00",54,1026,1348,r2766
p1078,Food Package,9,GG,12kg,"R$ 7.637,00",72,1858,1164,r2852
p1079,Food Package,7,S,66kg,"R$ 42.753,00",54,351,1185,r1014
p1080,E‑commerce Package,10,XXL,93kg,"R$ 49.756,00",128,1320,612,r2353
p1081,E‑commerce Package,5,M,31kg,"R$ 36.717,00",85,874,1580,r2828
p1082,E‑commerce Package,3,XXL,98kg,"R$ 41.185,00",24,1735,1086,r1565
p1083,E‑commerce Package,8,XL,59kg,"R$ 37.085,00",86,1338,181,r1898
p1084,Retail Package,3,GG,2kg,"R$ 16.510,00",54,788,572,r1914
p1085,Retail Package,5,XXL,54kg,"R$ 22.312,00",74,355,64,r2828
p1086,E‑commerce Package,1,GG,54kg,"R$ 1.061,00",93,422,433,r1912
p1087,Petz Package,8,XXL,26kg,"R$ 45.127,00",35,1479,1597,r2258
p1088,E‑commerce Package,7,GG,15kg,"R$ 1.627,00",18,906,1346,r2156
p1089,Food Package,4,GG,83kg,"R$ 3.441,00",28,265,1634,r2419
p1090,E‑commerce Package,3,L,53kg,"R$ 11.839,00",155,1374,1982,r1407
p1091,Retail Package,2,XL,79kg,"R$ 43.052,00",159,569,1464,r1605
p1092,Petz Package,7,GG,45kg,"R$ 2.229,00",137,749,1120,r1514
p1093,E‑commerce Package,7,L,30kg,"R$ 12.598,00",143,1390,123,r2018
p1094,E‑commerce Package,1,XXL,72kg,"R$ 8.111,00",150,76,1740,r1051
p1095,Retail Package,7,M,17kg,"R$ 42.889,00",120,390,1578,r2666
p1096,E‑commerce Package,3,XXL,22kg,"R$ 22.285,00",124,1760,1519,r2008
p1097,Food Package,3,S,36kg,"R$ 40.646,00",180,112,749,r1557
p1098,E‑commerce Package,10,M,55kg,"R$ 20.453,00",81,1872,1774,r1109
p1099,E‑commerce Package,4,XXL,80kg,"R$ 2.088,00",135,733,301,r1988
p1100,Food Package,2,XXL,27kg,"R$ 39.579,00",87,1276,797,r2627
p1101,Petz Package,3,S,28kg,"R$ 7.344,00",141,1560,310,r1361
p1102,Retail Package,4,S,98kg,"R$ 2.719,00",74,1281,1335,r1519
p1103,Petz Package,2,XS,55kg,"R$ 36.154,00",96,701,1948,r1893
p1104,Petz Package,6,GG,57kg,"R$ 42.359,00",46,535,1733,r1621
p1105,Retail Package,3,XXL,55kg,"R$ 16.712,00",26,1076,1320,r1572
p1106,Retail Package,9,XL,4kg,"R$ 15.728,00",138,969,601,r1906
p1107,Food Package,10,XS,72kg,"R$ 36.835,00",64,1978,1447,r1470
p1108,E‑commerce Package,10,S,39kg,"R$ 24.497,00",58,1619,821,r2478
p1109,Retail Package,5,M,46kg,"R$ 11.607,00",90,8,453,r2836
p1110,E‑commerce Package,5,XS,72kg,"R$ 6.308,00",141,1327,292,r1563
p1111,E‑commerce Package,7,GG,47kg,"R$ 18.387,00",30,631,1107,r2706
p1112,Petz Package,7,XXL,81kg,"R$ 48.133,00",54,1022,1547,r2208
p1113,Food Package,7,M,49kg,"R$ 42.296,00",73,1051,1945,r2014
p1114,Retail Package,1,M,55kg,"R$ 38.060,00",97,1231,1814,r1229
p1115,E‑commerce Package,8,M,59kg,"R$ 912,00",5,1762,1270,r1856
p1116,E‑commerce Package,1,XXL,48kg,"R$ 16.375,00",137,1467,961,r1921
p1117,Petz Package,7,XS,19kg,"R$ 37.158,00",36,220,1149,r1019
p1118,Petz Package,3,S,98kg,"R$ 49.580,00",165,864,613,r1719
p1119,Food Package,8,M,64kg,"R$ 31.714,00",72,170,1039,r1700
p1120,Petz Package,9,GG,64kg,"R$ 10.441,00",40,707,1238,r2376
p1121,Retail Package,9,XXL,49kg,"R$ 3.759,00",117,705,257,r1219
p1122,E‑commerce Package,9,L,17kg,"R$ 7.930,00",154,189,368,r1282
p1123,Retail Package,3,S,43kg,"R$ 21.988,00",20,1794,811,r2916
p1124,Retail Package,6,S,83kg,"R$ 29.702,00",66,121,7,r1467
p1125,Food Package,4,M,89kg,"R$ 15.653,00",137,992,1130,r2115
p1126,Retail Package,6,GG,38kg,"R$ 25.521,00",188,1385,859,r2310
p1127,Food Package,10,L,46kg,"R$ 40.826,00",85,1488,448,r1533
p1128,Retail Package,4,GG,25kg,"R$ 8.489,00",64,1473,1311,r1074
p1129,Petz Package,2,L,94kg,"R$ 16.563,00",177,711,20,r1356
p1130,Food Package,10,S,23kg,"R$ 29.232,00",100,1369,1091,r1243
p1131,Petz Package,5,GG,65kg,"R$ 14.727,00",176,112,1784,r2197
p1132,Food Package,10,S,62kg,"R$ 38.966,00",47,128,481,r2759
p1133,Petz Package,6,XXL,85kg,"R$ 7.340,00",62,979,850,r1245
p1134,Retail Package,5,M,24kg,"R$ 15.920,00",195,1810,1208,r2919
p1135,Food Package,8,S,68kg,"R$ 33.771,00",151,328,356,r1502
p1136,Food Package,9,XL,82kg,"R$ 47.299,00",58,1821,260,r1606
p1137,Petz Package,10,GG,23kg,"R$ 32.326,00",137,767,1135,r1262
p1138,Retail Package,5,XS,100kg,"R$ 29.604,00",109,1122,1563,r1766
p1139,Food Package,1,GG,23kg,"R$ 47.627,00",58,1566,1154,r2563
p1140,E‑commerce Package,1,M,23kg,"R$ 41.735,00",55,1377,1165,r2994
p1141,E‑commerce Package,9,XS,54kg,"R$ 37.488,00",125,724,1145,r2465
p1142,E‑commerce Package,8,XXL,61kg,"R$ 10.392,00",29,112,729,r2786
p1143,Petz Package,4,XXL,24kg,"R$ 32.177,00",49,1035,1661,r2632
p1144,Food Package,9,XS,57kg,"R$ 12.757,00",145,1099,753,r2285
p1145,Retail Package,7,GG,25kg,"R$ 47.988,00",17,1949,1858,r2645
p1146,Petz Package,2,M,66kg,"R$ 5.403,00",174,1770,1316,r2574
p1147,Retail Package,9,L,70kg,"R$ 14.599,00",144,249,1252,r1332
p1148,Petz Package,4,M,99kg,"R$ 3.377,00",8,640,1884,r1309
p1149,E‑commerce Package,3,XS,22kg,"R$ 25.868,00",189,1532,20,r1364
p1150,Retail Package,7,L,84kg,"R$ 8.092,00",177,926,662,r1550
p1151,E‑commerce Package,1,XXL,90kg,"R$ 44.002,00",52,1961,536,r1331
p1152,Petz Package,6,L,36kg,"R$ 7.776,00",45,859,1925,r2459
p1153,Retail Package,7,S,10kg,"R$ 25.781,00",79,173,958,r1357
p1154,Food Package,7,XS,27kg,"R$ 16.502,00",44,520,1763,r2207
p1155,E‑commerce Package,9,GG,72kg,"R$ 18.564,00",119,1977,95,r2033
p1156,Petz Package,4,S,72kg,"R$ 14.961,00",194,1673,257,r2832
p1157,Petz Package,9,S,85kg,"R$ 24.512,00",20,1041,1822,r1222
p1158,Petz Package,2,M,1kg,"R$ 32.243,00",150,1608,545,r1687
p1159,Petz Package,2,S,83kg,"R$ 6.929,00",199,1255,1693,r1228
p1160,Petz Package,4,GG,72kg,"R$ 32.955,00",168,1055,726,r1953
p1161,Petz Package,2,XL,83kg,"R$ 39.579,00",196,581,795,r1725
p1162,Petz Package,8,XL,56kg,"R$ 6.086,00",42,1561,753,r2631
p1163,E‑commerce Package,3,S,16kg,"R$ 44.106,00",183,1169,1844,r1796
p1164,E‑commerce Package,8,M,79kg,"R$ 8.017,00",71,1254,12,r2498
p1165,Food Package,6,GG,35kg,"R$ 2.853,00",63,1483,989,r2352
p1166,E‑commerce Package,10,XL,9kg,"R$ 33.410,00",146,1488,1112,r2754
p1167,Petz Package,2,M,53kg,"R$ 15.807,00",135,480,1861,r2358
p1168,Retail Package,3,XXL,9kg,"R$ 43.201,00",129,1804,88,r2961
p1169,Retail Package,3,L,12kg,"R$ 25.275,00",189,1917,711,r2842
p1170,Petz Package,10,GG,47kg,"R$ 40.149,00",177,755,659,r1066
p1171,Petz Package,3,L,96kg,"R$ 35.361,00",106,1887,1716,r1043
p1172,E‑commerce Package,3,XS,83kg,"R$ 45.826,00",39,1508,1400,r2407
p1173,Food Package,7,XL,37kg,"R$ 23.484,00",177,728,1671,r1180
p1174,E‑commerce Package,6,M,85kg,"R$ 27.592,00",92,1633,690,r2985
p1175,E‑commerce Package,1,M,34kg,"R$ 32.521,00",136,1267,1353,r1330
p1176,E‑commerce Package,3,XXL,67kg,"R$ 14.552,00",15,1863,466,r2719
p1177,Petz Package,1,XL,80kg,"R$ 20.867,00",104,1580,1893,r2887
p1178,Retail Package,5,XS,20kg,"R$ 33.060,00",79,337,1682,r2149
p1179,E‑commerce Package,8,XXL,33kg,"R$ 38.770,00",8,671,1498,r1073
p1180,Petz Package,9,XL,4kg,"R$ 48.399,00",151,1725,543,r2486
p1181,Food Package,4,S,20kg,"R$ 36.804,00",88,652,1405,r2945
p1182,Petz Package,6,GG,47kg,"R$ 38.773,00",139,498,1721,r1437
p1183,Retail Package,1,XL,77kg,"R$ 41.194,00",16,1692,712,r1817
p1184,Retail Package,8,XXL,95kg,"R$ 29.739,00",121,1166,1929,r1294
p1185,Food Package,9,XS,58kg,"R$ 22.139,00",6,68,1330,r1117
p1186,E‑commerce Package,5,GG,75kg,"R$ 423,00",43,1515,1881,r1042
p1187,E‑commerce Package,7,L,14kg,"R$ 22.994,00",53,1448,758,r1413
p1188,E‑commerce Package,6,XL,82kg,"R$ 12.334,00",188,662,195,r2697
p1189,Retail Package,3,M,77kg,"R$ 29.653,00",141,354,687,r1147
p1190,E‑commerce Package,8,L,80kg,"R$ 20.747,00",18,809,1251,r1023
p1191,Retail Package,6,XL,55kg,"R$ 893,00",154,812,914,r1853
p1192,Food Package,10,S,39kg,"R$ 22.640,00",4,2000,1860,r1227
p1193,Petz Package,1,M,24kg,"R$ 27.011,00",29,631,704,r1525
p1194,Food Package,10,S,70kg,"R$ 37.414,00",5,1403,159,r2850
p1195,E‑commerce Package,10,GG,51kg,"R$ 746,00",42,1445,1486,r2763
p1196,Food Package,10,XXL,31kg,"R$ 22.929,00",156,542,793,r2132
p1197,Food Package,2,GG,57kg,"R$ 36.020,00",69,830,700,r1092
p1198,Petz Package,1,M,8kg,"R$ 9.895,00",58,1480,403,r2390
p1199,Petz Package,2,GG,94kg,"R$ 36.780,00",121,651,1518,r1686
p1200,Food Package,4,XS,85kg,"R$ 30.668,00",1,1422,909,r1449
p1201,E‑commerce Package,6,S,96kg,"R$ 18.066,00",2,1437,232,r1116
p1202,Retail Package,3,L,84kg,"R$ 27.338,00",171,293,15,r1530
p1203,Retail Package,3,XXL,80kg,"R$ 14.799,00",52,1046,1285,r2687
p1204,Petz Package,8,GG,87kg,"R$ 27.904,00",76,505,1992,r1563
p1205,Retail Package,6,L,18kg,"R$ 8.861,00",45,1440,947,r2685
p1206,E‑commerce Package,6,S,17kg,"R$ 26.115,00",114,27,784,r1278
p1207,E‑commerce Package,6,XL,20kg,"R$ 9.559,00",100,884,1826,r2084
p1208,Food Package,9,S,53kg,"R$ 29.871,00",45,74,1404,r1943
p1209,Petz Package,6,L,25kg,"R$ 25.166,00",44,1013,1887,r2006
p1210,Food Package,5,XL,78kg,"R$ 46.221,00",2,1322,468,r2569
p1211,Food Package,3,M,69kg,"R$ 31.956,00",40,310,31,r2745
p1212,Retail Package,2,GG,23kg,"R$ 15.872,00",131,103,431,r2489
p1213,Petz Package,6,S,88kg,"R$ 23.560,00",184,614,1536,r1156
p1214,Food Package,1,GG,85kg,"R$ 44.177,00",10,638,779,r1787
p1215,E‑commerce Package,3,L,49kg,"R$ 1.470,00",179,1943,59,r1118
p1216,E‑commerce Package,3,L,32kg,"R$ 4.451,00",102,536,1848,r2355
p1217,Petz Package,7,M,83kg,"R$ 30.063,00",134,480,246,r2127
p1218,Retail Package,9,XXL,23kg,"R$ 46.495,00",138,1741,1349,r1630
p1219,Petz Package,4,XL,56kg,"R$ 36.249,00",29,1330,723,r2084
p1220,E‑commerce Package,10,M,9kg,"R$ 2.833,00",130,1953,833,r1458
p1221,E‑commerce Package,10,M,30kg,"R$ 26.763,00",107,920,863,r2528
p1222,Retail Package,4,M,86kg,"R$ 8.526,00",119,944,1503,r2327
p1223,Food Package,8,S,82kg,"R$ 6.195,00",123,366,1275,r2016
p1224,E‑commerce Package,4,M,65kg,"R$ 19.357,00",11,1458,401,r2531
p1225,Food Package,3,XL,57kg,"R$ 36.950,00",186,227,850,r2396
p1226,Food Package,10,XXL,8kg,"R$ 36.046,00",183,1617,197,r1867
p1227,E‑commerce Package,9,M,60kg,"R$ 47.559,00",92,952,1778,r1789
p1228,Petz Package,1,L,98kg,"R$ 45.721,00",68,442,1257,r2657
p1229,Food Package,8,XS,90kg,"R$ 31.148,00",99,956,736,r2568
p1230,E‑commerce Package,2,L,24kg,"R$ 17.016,00",93,194,464,r2047
p1231,Retail Package,8,XXL,21kg,"R$ 14.612,00",130,609,324,r2799
p1232,Food Package,3,S,64kg,"R$ 34.520,00",149,1632,46,r1899
p1233,Retail Package,6,XXL,78kg,"R$ 39.876,00",183,486,1496,r1814
p1234,Food Package,4,XS,67kg,"R$ 910,00",95,149,1473,r2862
p1235,E‑commerce Package,2,GG,37kg,"R$ 9.264,00",6,442,38,r2597
p1236,Retail Package,2,XS,60kg,"R$ 16.877,00",137,1099,975,r2232
p1237,E‑commerce Package,7,S,89kg,"R$ 48.740,00",122,124,1361,r2917
p1238,E‑commerce Package,7,XXL,80kg,"R$ 39.524,00",3,525,251,r1684
p1239,Retail Package,10,XL,55kg,"R$ 12.550,00",32,1351,244,r2453
p1240,Retail Package,8,XL,30kg,"R$ 632,00",116,567,17,r2095
p1241,Food Package,8,XS,42kg,"R$ 11.933,00",33,1760,826,r2038
p1242,Petz Package,8,M,82kg,"R$ 39.555,00",137,844,1934,r1606
p1243,Retail Package,2,XS,64kg,"R$ 6.254,00",16,1267,1875,r2910
p1244,Food Package,5,XS,99kg,"R$ 25.424,00",58,895,654,r1834
p1245,Retail Package,1,M,56kg,"R$ 18.091,00",50,796,1158,r1863
p1246,E‑commerce Package,8,XS,35kg,"R$ 30.972,00",57,596,1270,r2565
p1247,Food Package,3,XXL,58kg,"R$ 40.298,00",32,1484,882,r2719
p1248,Petz Package,3,XS,80kg,"R$ 24.835,00",16,1598,1967,r1936
p1249,Petz Package,4,S,58kg,"R$ 463,00",20,32,1972,r1831
p1250,Petz Package,7,M,74kg,"R$ 26.422,00",193,1592,244,r2505
p1251,Petz Package,3,XXL,12kg,"R$ 5.949,00",30,407,796,r2565
p1252,Petz Package,9,M,72kg,"R$ 2.266,00",184,1841,992,r2398
p1253,Petz Package,1,M,6kg,"R$ 2.214,00",192,1841,313,r2946
p1254,Petz Package,6,GG,59kg,"R$ 44.724,00",171,1777,1370,r2513
p1255,E‑commerce Package,6,XL,72kg,"R$ 28.352,00",106,571,292,r1339
p1256,Retail Package,4,XS,98kg,"R$ 32.560,00",191,1527,1854,r1251
p1257,Food Package,4,XL,34kg,"R$ 365,00",11,46,654,r1432
p1258,Petz Package,8,S,53kg,"R$ 33.986,00",125,256,1604,r1933
p1259,Retail Package,8,L,13kg,"R$ 26.803,00",130,625,714,r2181
p1260,E‑commerce Package,1,GG,99kg,"R$ 7.461,00",176,499,17,r2957
p1261,Petz Package,7,XXL,31kg,"R$ 36.723,00",196,105,812,r1627
p1262,Food Package,4,XS,5kg,"R$ 11.317,00",141,1345,189,r1344
p1263,Petz Package,5,S,75kg,"R$ 36.641,00",76,1820,1345,r2137
p1264,Retail Package,10,XL,3kg,"R$ 2.711,00",68,253,1245,r2326
p1265,Retail Package,7,XXL,57kg,"R$ 16.585,00",100,837,1226,r1309
p1266,E‑commerce Package,3,XS,97kg,"R$ 42.573,00",129,1919,442,r1391
p1267,Petz Package,9,XL,73kg,"R$ 26.341,00",177,1589,1904,r1933
p1268,E‑commerce Package,8,XXL,52kg,"R$ 20.807,00",145,487,1475,r2512
p1269,Petz Package,2,XL,14kg,"R$ 8.018,00",192,838,1579,r2883
p1270,Petz Package,3,XS,31kg,"R$ 12.164,00",54,1206,810,r1618
p1271,Retail Package,5,M,77kg,"R$ 3.818,00",31,235,358,r2499
p1272,Petz Package,10,L,87kg,"R$ 18.781,00",47,777,914,r2651
p1273,Retail Package,5,XS,37kg,"R$ 40.544,00",130,788,1445,r2956
p1274,Food Package,5,XS,87kg,"R$ 7.705,00",61,99,1095,r2437
p1275,E‑commerce Package,2,GG,93kg,"R$ 3.165,00",36,1248,158,r1991
p1276,Retail Package,1,XXL,75kg,"R$ 2.021,00",133,833,1145,r1416
p1277,Petz Package,8,M,63kg,"R$ 42.206,00",134,1758,1834,r2601
p1278,Retail Package,4,XS,77kg,"R$ 7.014,00",83,28,1619,r1567
p1279,Food Package,1,XXL,86kg,"R$ 15.427,00",101,524,1063,r2345
p1280,Food Package,4,XS,45kg,"R$ 41.983,00",63,65,713,r2584
p1281,E‑commerce Package,8,XXL,34kg,"R$ 42.249,00",189,869,1829,r1338
p1282,E‑commerce Package,7,XL,93kg,"R$ 20.065,00",24,294,868,r1092
p1283,Petz Package,7,XS,39kg,"R$ 39.373,00",72,272,1065,r2622
p1284,E‑commerce Package,6,XS,44kg,"R$ 39.558,00",14,1134,1327,r1967
p1285,Food Package,3,XL,80kg,"R$ 37.151,00",123,90,1778,r1671
p1286,Retail Package,1,S,93kg,"R$ 9.208,00",143,341,1147,r1952
p1287,E‑commerce Package,8,XS,43kg,"R$ 29.429,00",132,1205,892,r2936
p1288,Food Package,4,XXL,10kg,"R$ 18.468,00",51,692,631,r2544
p1289,Petz Package,1,GG,28kg,"R$ 19.202,00",57,406,1629,r1185
p1290,Petz Package,7,M,74kg,"R$ 45.023,00",59,1248,1048,r2548
p1291,Food Package,3,XS,87kg,"R$ 12.759,00",55,171,1244,r2165
p1292,Petz Package,4,XL,40kg,"R$ 18.766,00",100,1340,1511,r2820
p1293,Food Package,6,XL,9kg,"R$ 24.737,00",152,101,1071,r1327
p1294,Retail Package,10,XL,85kg,"R$ 43.551,00",54,942,717,r1224
p1295,Food Package,8,GG,42kg,"R$ 46.866,00",70,228,1865,r1063
p1296,Retail Package,1,GG,22kg,"R$ 5.128,00",165,241,673,r1122
p1297,Petz Package,4,L,89kg,"R$ 37.272,00",140,195,10,r1010
p1298,E‑commerce Package,1,XXL,78kg,"R$ 25.585,00",48,1537,1033,r2887
p1299,Food Package,2,XXL,31kg,"R$ 7.338,00",119,623,435,r1532
p1300,Retail Package,9,XXL,85kg,"R$ 48.364,00",71,1738,360,r2995
p1301,Food Package,3,S,94kg,"R$ 6.043,00",136,1136,1000,r2231
p1302,Food Package,2,L,6kg,"R$ 4.848,00",181,1530,2000,r2593
p1303,Petz Package,2,M,52kg,"R$ 3.508,00",160,1288,1407,r1897
p1304,Petz Package,3,M,47kg,"R$ 25.706,00",98,1131,1309,r1481
p1305,E‑commerce Package,7,XL,94kg,"R$ 45.136,00",194,614,620,r1132
p1306,Retail Package,8,L,4kg,"R$ 12.411,00",75,1048,230,r1458
p1307,Food Package,5,S,1kg,"R$ 44.776,00",162,919,1572,r2221
p1308,Food Package,7,XS,37kg,"R$ 45.227,00",176,576,1491,r2325
p1309,Retail Package,10,XL,71kg,"R$ 11.801,00",173,1022,1773,r1631
p1310,E‑commerce Package,3,GG,52kg,"R$ 27.642,00",170,1794,64,r1133
p1311,Food Package,7,GG,13kg,"R$ 5.510,00",146,1621,1711,r1460
p1312,Food Package,1,XXL,13kg,"R$ 38.626,00",192,928,133,r1339
p1313,E‑commerce Package,2,M,84kg,"R$ 42.088,00",15,587,1738,r2765
p1314,E‑commerce Package,6,L,84kg,"R$ 17.212,00",36,199,1933,r1129
p1315,Food Package,1,S,71kg,"R$ 6.790,00",154,1567,1918,r1607
p1316,Retail Package,9,GG,22kg,"R$ 40.220,00",53,763,1725,r2348
p1317,Petz Package,1,XL,45kg,"R$ 24.680,00",32,982,1046,r2579
p1318,Petz Package,8,XS,8kg,"R$ 34.354,00",103,545,413,r2153
p1319,Petz Package,7,M,23kg,"R$ 15.393,00",126,1667,456,r2400
p1320,Retail Package,9,GG,28kg,"R$ 31.707,00",146,958,574,r2122
p1321,Food Package,1,GG,42kg,"R$ 41.237,00",127,1049,1693,r1924
p1322,Petz Package,3,L,53kg,"R$ 2.577,00",178,440,385,r2357
p1323,Petz Package,4,XS,21kg,"R$ 17.273,00",137,236,541,r1889
p1324,Food Package,7,XS,6kg,"R$ 19.439,00",111,1378,1276,r2318
p1325,Food Package,3,XXL,30kg,"R$ 6.731,00",199,1700,993,r1480
p1326,Petz Package,10,XS,71kg,"R$ 16.183,00",50,1717,1428,r2541
p1327,Retail Package,9,L,33kg,"R$ 1.838,00",134,1660,301,r1467
p1328,Retail Package,3,XXL,99kg,"R$ 1.811,00",74,1476,1871,r1313
p1329,Petz Package,10,S,35kg,"R$ 38.448,00",11,938,455,r2961
p1330,Petz Package,5,S,69kg,"R$ 46.009,00",191,1762,1391,r2202
p1331,E‑commerce Package,2,M,74kg,"R$ 8.495,00",52,488,1332,r2640
p1332,Food Package,6,GG,98kg,"R$ 10.230,00",152,1425,1529,r2142
p1333,E‑commerce Package,4,XXL,28kg,"R$ 41.161,00",187,1189,1213,r1037
p1334,E‑commerce Package,10,XXL,23kg,"R$ 3.702,00",128,1337,441,r2086
p1335,Food Package,5,L,21kg,"R$ 45.392,00",90,311,1766,r1493
p1336,E‑commerce Package,6,M,23kg,"R$ 48.258,00",123,980,1532,r2784
p1337,E‑commerce Package,6,S,10kg,"R$ 34.696,00",24,1476,1522,r2887
p1338,Retail Package,9,XL,93kg,"R$ 8.799,00",14,1788,1312,r1091
p1339,Food Package,1,GG,84kg,"R$ 11.574,00",195,1938,511,r2417
p1340,Food Package,2,L,22kg,"R$ 29.581,00",70,1906,760,r1952
p1341,Food Package,6,S,45kg,"R$ 7.904,00",129,1009,735,r2684
p1342,E‑commerce Package,4,XS,78kg,"R$ 30.574,00",4,1595,138,r2887
p1343,Retail Package,1,L,92kg,"R$ 22.550,00",73,1749,1965,r2805
p1344,Retail Package,4,S,27kg,"R$ 11.308,00",98,1364,333,r1523
p1345,Petz Package,7,GG,26kg,"R$ 32.962,00",149,1773,947,r2964
p1346,Food Package,4,M,18kg,"R$ 7.823,00",161,1738,685,r1508
p1347,E‑commerce Package,3,L,52kg,"R$ 4.037,00",163,352,1885,r2945
p1348,Food Package,10,XL,23kg,"R$ 16.782,00",101,940,1256,r1526
p1349,Retail Package,10,XXL,70kg,"R$ 15.167,00",17,961,848,r2339
p1350,Petz Package,6,XS,58kg,"R$ 38.587,00",68,1897,1580,r1740
p1351,E‑commerce Package,4,L,53kg,"R$ 29.841,00",94,1551,1850,r1657
p1352,Retail Package,8,M,56kg,"R$ 1.214,00",161,1033,1391,r1006
p1353,Petz Package,3,S,98kg,"R$ 33.794,00",164,1927,26,r2294
p1354,Food Package,6,XL,27kg,"R$ 25.863,00",42,175,1998,r1493
p1355,Retail Package,7,M,16kg,"R$ 5.135,00",189,566,736,r2596
p1356,Retail Package,3,XXL,30kg,"R$ 8.830,00",93,1136,668,r2985
p1357,Retail Package,6,XS,48kg,"R$ 18.761,00",25,824,1225,r1926
p1358,Food Package,4,XL,12kg,"R$ 31.203,00",88,876,158,r2079
p1359,Retail Package,5,XXL,69kg,"R$ 20.833,00",173,613,1788,r2068
p1360,Petz Package,9,XS,20kg,"R$ 33.501,00",155,737,1781,r1265
p1361,Retail Package,6,XL,11kg,"R$ 37.183,00",96,1359,437,r1653
p1362,Food Package,1,XXL,57kg,"R$ 23.879,00",36,939,1087,r1578
p1363,E‑commerce Package,4,XS,40kg,"R$ 31.016,00",93,1697,1589,r2221
p1364,Retail Package,1,M,80kg,"R$ 22.058,00",3,492,420,r2626
p1365,Retail Package,10,M,2kg,"R$ 36.524,00",182,1822,1793,r1216
p1366,E‑commerce Package,5,GG,77kg,"R$ 30.130,00",163,459,655,r1114
p1367,Petz Package,6,S,25kg,"R$ 46.615,00",163,1101,1756,r1201
p1368,Retail Package,5,XXL,75kg,"R$ 30.909,00",38,596,1831,r1524
p1369,Food Package,5,L,93kg,"R$ 34.573,00",192,1595,1307,r2620
p1370,E‑commerce Package,7,L,11kg,"R$ 21.210,00",49,1398,964,r1339
p1371,E‑commerce Package,7,M,43kg,"R$ 125,00",190,175,210,r2220
